IDfg,Season,Name,Projected_H,Projected_2B,Projected_3B,Projected_HR,Projected_R,Projected_RBI,Projected_BB,Projected_SH,Projected_SB,Projected_AB,Projected_PA,Projected_AVG,Projected_OBP,Projected_SLG,Projected_OPS,H,1B,2B,3B,HR,R,RBI,BB,SH,SB,wRC,WAR,G,AB,PA,AVG,BB%,OBP,SLG,OPS,ISO,wRAA,wRC+
24610,2023,Steven Kwan,133,21,5,7,69,46,48,1,14,461,519,.289,.361,.401,.762,171,123,36,7,5,93,54,70,1,21,84,3.2,158,638,718,0.268,0.0969999999999999,0.34,0.37,0.71,0.102,-3.2,99
12371,2023,Tommy La Stella,72,17,1,7,34,31,25,0,2,290,322,.248,.309,.386,.696,4,3,1,0,0,2,2,3,0,0,2,-0.1,12,21,24,0.19,0.125,0.292,0.238,0.53,0.048,-1.4,60
25816,2023,Shea Langeliers,60,15,1,9,29,34,20,0,2,252,277,.238,.296,.413,.709,92,47,19,4,22,52,63,34,1,3,48,0.7,135,448,490,0.205,0.069,0.268,0.413,0.681,0.208,-11.4,86
21501,2023,Trevor Larnach,67,16,0,8,35,32,30,0,2,283,320,.237,.316,.378,.694,39,21,7,3,8,26,40,27,0,1,25,0.2,58,183,212,0.213,0.127,0.311,0.415,0.727,0.202,-0.9,98
17128,2023,RamÃ³n Laureano,88,20,1,14,51,43,32,0,10,384,429,.229,.307,.396,.703,81,50,18,4,9,46,35,33,0,12,42,1.0,105,361,404,0.224,0.0819999999999999,0.304,0.371,0.676,0.147,-6.9,90
25543,2023,Korey Lee,46,10,1,5,23,24,17,0,3,193,213,.238,.305,.378,.683,5,3,1,0,1,4,3,5,0,0,-2,-0.9,24,65,70,0.077,0.071,0.143,0.138,0.281,0.062,-10.7,-27
9874,2023,DJ LeMahieu,126,20,1,12,69,48,56,1,5,474,538,.266,.346,.388,.735,121,81,22,3,15,55,44,60,0,2,67,1.2,136,497,562,0.243,0.107,0.327,0.39,0.718,0.147,-1.8,99
19508,2023,Kyle Lewis,52,7,0,9,29,25,25,0,4,218,246,.239,.321,.394,.716,8,5,2,0,1,2,2,3,0,0,1,-0.5,16,51,54,0.157,0.0559999999999999,0.204,0.255,0.459,0.098,-5.1,20
20437,2023,Royce Lewis,52,12,1,7,26,25,16,0,3,201,221,.259,.318,.433,.751,67,45,7,0,15,36,52,20,0,6,44,2.3,58,217,239,0.309,0.084,0.372,0.548,0.921,0.24,14.8,154
12916,2023,Francisco Lindor,136,22,3,21,79,78,54,2,12,536,605,.254,.327,.424,.751,153,87,33,2,31,108,98,66,0,31,99,5.5,160,602,687,0.254,0.096,0.336,0.47,0.806,0.216,15.5,121
9368,2023,Evan Longoria,82,18,1,14,44,49,33,0,2,338,378,.243,.313,.426,.739,47,27,9,0,11,25,28,23,0,0,27,0.2,74,211,237,0.223,0.0969999999999999,0.295,0.422,0.717,0.199,-2.0,91
19339,2023,Nicky Lopez,113,17,4,3,57,34,38,8,13,445,497,.254,.317,.330,.647,52,40,8,3,1,32,25,26,4,6,25,1.1,94,225,262,0.231,0.099,0.326,0.307,0.632,0.076,-6.5,76
18882,2023,Brandon Lowe,84,18,1,18,54,53,40,0,4,347,395,.242,.327,.455,.783,87,50,15,1,21,58,68,50,0,7,59,2.9,109,377,436,0.231,0.115,0.328,0.443,0.771,0.212,5.6,116
19953,2023,Josh Lowe,65,16,2,6,35,27,24,1,5,271,299,.240,.308,.380,.688,136,81,33,2,20,71,83,31,0,32,76,3.5,135,466,501,0.292,0.062,0.335,0.5,0.835,0.208,14.8,130
19566,2023,Nathaniel Lowe,147,23,2,20,67,67,55,0,5,527,587,.279,.349,.444,.793,163,105,38,3,17,89,82,93,0,1,101,2.7,161,623,724,0.262,0.128,0.36,0.414,0.775,0.152,13.2,117
16424,2023,Jordan Luplow,61,12,1,13,37,39,36,0,5,295,336,.207,.300,.386,.686,16,11,3,0,2,11,5,12,0,2,9,0.1,39,77,90,0.208,0.133,0.322,0.325,0.647,0.117,-2.1,82
11493,2023,Manny Machado,147,30,1,26,84,90,55,0,10,523,586,.281,.348,.491,.840,140,89,21,0,30,75,91,50,0,3,81,3.4,138,543,601,0.258,0.083,0.319,0.462,0.782,0.204,7.7,113
20521,2023,Nick Madrigal,85,13,2,4,36,27,21,1,4,308,336,.276,.329,.370,.699,71,52,16,1,2,34,28,10,5,10,30,1.2,92,270,294,0.263,0.034,0.311,0.352,0.663,0.089,-6.0,85
20054,2023,Bligh Madris,53,13,1,6,27,24,21,0,4,237,262,.224,.291,.363,.654,4,3,1,0,0,4,0,4,0,0,1,-0.3,12,26,30,0.154,0.133,0.267,0.192,0.459,0.038,-2.4,37
13355,2023,Luke Maile,64,15,1,6,32,29,26,0,2,273,306,.234,.307,.363,.670,42,26,10,0,6,17,25,14,1,2,22,0.4,78,179,199,0.235,0.07,0.308,0.391,0.699,0.156,-1.9,85
6887,2023,MartÃ­n Maldonado,74,13,1,14,43,45,37,2,2,384,432,.193,.273,.341,.614,69,42,12,0,15,33,36,30,12,0,32,-0.8,117,362,407,0.191,0.074,0.258,0.348,0.606,0.157,-17.7,67
15149,2023,Trey Mancini,122,25,1,17,60,60,47,0,1,497,555,.245,.319,.402,.721,55,39,12,0,4,31,28,21,0,0,24,-0.8,79,235,263,0.234,0.08,0.299,0.336,0.635,0.102,-8.4,76
22871,2023,Tucupita Marcano,61,11,2,6,33,27,22,4,4,264,294,.231,.293,.356,.649,47,30,12,2,3,16,18,10,3,5,19,-0.4,75,202,220,0.233,0.045,0.276,0.356,0.633,0.124,-7.9,67
14712,2023,Manuel Margot,102,19,2,8,47,50,32,1,11,391,428,.261,.318,.381,.699,82,56,21,1,4,39,38,18,0,9,36,0.5,99,311,336,0.264,0.054,0.31,0.376,0.686,0.113,-5.3,92
20202,2023,Brandon Marsh,105,20,4,10,49,47,32,2,9,417,457,.252,.309,.391,.700,112,69,25,6,12,58,60,59,1,10,73,3.5,133,404,472,0.277,0.125,0.372,0.458,0.829,0.181,15.6,125
13613,2023,Ketel Marte,122,36,2,13,62,54,43,0,5,464,516,.263,.329,.433,.763,157,97,26,9,25,94,82,71,0,8,102,4.3,150,569,650,0.276,0.109,0.358,0.485,0.844,0.209,22.9,126
9241,2023,Starling Marte,130,24,3,13,73,56,32,0,25,458,505,.284,.346,.434,.780,78,65,7,1,5,38,28,16,2,24,30,-0.3,86,315,341,0.248,0.047,0.301,0.324,0.625,0.076,-11.5,75
6184,2023,J.D. Martinez,132,36,2,18,69,67,47,0,1,504,561,.262,.327,.448,.776,117,55,27,2,33,61,103,34,0,1,79,2.4,113,432,479,0.271,0.071,0.321,0.572,0.893,0.301,20.3,135
27684,2023,Michael Massey,66,14,1,7,30,30,20,2,4,266,297,.248,.314,.387,.701,98,64,18,1,15,42,55,24,1,6,43,0.4,129,428,461,0.229,0.052,0.274,0.381,0.655,0.152,-13.6,72
20017,2023,Miles Mastrobuoni,45,9,1,5,23,21,16,0,4,188,209,.239,.304,.378,.682,32,26,5,0,1,24,5,13,3,13,13,0.1,61,133,149,0.241,0.087,0.308,0.301,0.609,0.06,-5.3,73
17273,2023,Jorge Mateo,104,24,4,11,54,45,27,2,24,449,487,.232,.282,.376,.658,69,46,14,2,7,58,34,22,5,32,27,0.7,116,318,350,0.217,0.063,0.267,0.34,0.607,0.123,-15.5,67
18032,2023,Mark Mathias,55,11,1,9,29,33,20,0,5,222,246,.248,.313,.428,.741,14,12,2,0,0,6,6,10,0,3,6,-0.4,27,62,72,0.226,0.139,0.333,0.258,0.591,0.032,-2.4,70
21635,2023,Nick Maton,57,11,2,8,32,33,22,1,3,227,256,.251,.322,.423,.744,43,26,9,0,8,29,32,38,1,1,24,-1.0,93,249,293,0.173,0.13,0.288,0.305,0.593,0.133,-12.2,68
12859,2023,James McCann,70,11,1,9,32,36,24,0,3,305,337,.230,.292,.361,.652,46,26,14,0,6,25,26,9,3,3,20,0.3,70,207,226,0.222,0.04,0.269,0.377,0.646,0.155,-7.3,77
21622,2023,Jake McCarthy,93,17,2,10,53,43,29,3,18,345,384,.270,.335,.417,.752,67,53,7,5,2,37,16,26,4,26,30,0.1,99,276,312,0.243,0.083,0.318,0.326,0.644,0.083,-7.6,78
19599,2023,Chas McCormick,97,16,1,15,53,53,41,0,5,387,436,.251,.324,.413,.738,110,69,17,2,22,59,70,40,1,19,72,3.3,115,403,457,0.273,0.088,0.353,0.489,0.842,0.216,16.6,133
9847,2023,Andrew McCutchen,110,23,1,19,65,67,57,0,7,480,547,.229,.313,.400,.713,100,69,19,0,12,55,43,75,0,11,68,1.3,112,390,473,0.256,0.159,0.378,0.397,0.776,0.141,10.6,114
15674,2023,Reese McGuire,82,19,1,6,35,28,22,5,2,326,359,.252,.304,.371,.675,50,36,12,1,1,15,16,11,2,2,21,0.5,72,187,206,0.267,0.053,0.31,0.358,0.668,0.091,-4.3,78
19928,2023,Ryan McKenna,63,14,1,6,36,26,27,2,3,272,306,.232,.307,.357,.664,31,22,7,0,2,23,18,9,3,5,15,0.2,89,122,139,0.254,0.065,0.316,0.361,0.677,0.107,-2.3,90
19392,2023,Zach McKinstry,63,13,2,9,35,34,24,2,6,280,310,.225,.289,.382,.671,107,73,21,4,9,60,35,44,2,16,50,1.0,148,464,518,0.231,0.085,0.302,0.351,0.654,0.121,-12.7,82
15112,2023,Ryan McMahon,122,25,2,19,66,68,53,0,6,497,558,.245,.322,.419,.741,133,76,31,3,23,80,70,68,0,5,80,1.8,152,555,627,0.24,0.108,0.322,0.431,0.753,0.191,3.4,90
15362,2023,Jeff McNeil,140,30,1,10,61,53,38,0,4,485,537,.289,.350,.416,.767,158,119,25,4,10,75,55,39,3,10,77,2.4,156,585,648,0.27,0.06,0.333,0.378,0.711,0.108,-2.3,100
15672,2023,Austin Meadows,70,16,2,11,38,45,32,0,3,293,333,.239,.319,.420,.739,5,4,1,0,0,0,2,0,0,0,1,-0.1,6,21,21,0.238,0.0,0.238,0.286,0.524,0.048,-1.6,40
16403,2023,Francisco MejÃ­a,85,22,2,9,41,41,19,1,2,350,377,.243,.290,.394,.684,34,18,11,0,5,22,19,6,1,0,14,-0.1,50,150,160,0.227,0.038,0.258,0.4,0.658,0.173,-5.1,79
22197,2023,MJ Melendez,94,20,2,15,51,54,52,0,3,408,467,.230,.317,.400,.716,125,75,29,5,16,65,56,62,0,6,69,0.2,148,533,602,0.235,0.103,0.316,0.398,0.713,0.163,-4.1,91
18889,2023,Danny Mendick,60,10,1,6,32,29,21,1,2,245,272,.245,.311,.367,.678,12,8,3,0,1,4,4,4,0,1,3,-0.8,35,65,69,0.185,0.0579999999999999,0.232,0.277,0.509,0.092,-5.3,40
14366,2023,Joey Meneses,83,16,1,13,39,39,22,0,3,292,320,.284,.336,.479,.816,168,118,36,1,13,71,89,38,0,0,78,-0.2,154,611,657,0.275,0.0579999999999999,0.321,0.401,0.722,0.126,-2.1,97
11281,2023,Whit Merrifield,130,28,1,11,69,56,34,0,21,503,547,.258,.305,.384,.689,149,111,27,0,11,66,67,36,0,26,65,1.3,145,547,592,0.272,0.061,0.318,0.382,0.7,0.11,-7.0,93
20308,2023,Jake Meyers,66,13,2,7,32,36,19,1,4,270,296,.244,.302,.385,.687,70,43,16,1,10,42,33,26,0,5,35,1.2,112,309,341,0.227,0.076,0.296,0.382,0.678,0.155,-6.1,88
12775,2023,Brad Miller,72,10,1,13,40,44,35,0,4,319,358,.226,.305,.386,.691,12,7,4,0,1,8,6,10,0,0,7,-0.1,27,56,67,0.214,0.149,0.328,0.339,0.668,0.125,-1.0,89
24655,2023,Owen Miller,99,23,1,8,49,48,30,0,4,414,456,.239,.295,.357,.652,76,54,17,0,5,29,27,17,0,13,31,0.9,90,291,314,0.261,0.054,0.303,0.371,0.674,0.11,-6.9,81
20538,2023,Jose Miranda,107,22,1,13,45,57,29,0,3,403,442,.266,.326,.422,.748,30,23,4,0,3,12,13,9,0,0,10,-0.7,40,142,152,0.211,0.059,0.263,0.303,0.566,0.092,-8.4,56
22169,2023,Calvin Mitchell,69,15,1,8,33,29,25,1,4,287,316,.240,.304,.383,.687,0,0,0,0,0,0,0,1,0,0,0,-0.1,2,4,5,0.0,0.2,0.2,0.0,0.2,0.0,-0.7,-24
27555,2023,Garrett Mitchell,56,11,1,7,28,27,20,1,9,210,234,.267,.335,.429,.763,16,10,2,1,3,10,7,7,0,1,9,0.3,19,65,73,0.246,0.096,0.315,0.446,0.761,0.2,0.4,103
17232,2023,YoÃ¡n Moncada,101,22,2,12,52,51,49,1,3,422,478,.239,.324,.386,.711,87,55,20,1,11,39,40,20,0,1,42,1.1,92,334,357,0.26,0.0559999999999999,0.305,0.425,0.73,0.165,-1.0,98
19956,2023,Mickey Moniak,51,9,1,7,30,25,19,2,3,236,260,.216,.279,.352,.631,87,50,21,2,14,35,45,9,0,6,45,1.8,85,311,323,0.28,0.0279999999999999,0.307,0.495,0.802,0.215,5.6,114
20543,2023,Elehuris Montero,66,18,1,9,34,32,19,0,2,270,293,.244,.300,.419,.719,69,41,15,2,11,40,39,15,0,0,34,-0.9,85,284,307,0.243,0.049,0.29,0.426,0.716,0.183,-3.0,78
18042,2023,Dylan Moore,68,15,2,11,47,38,38,1,20,315,365,.216,.317,.381,.698,30,13,9,1,7,18,19,16,0,7,20,0.5,67,145,165,0.207,0.0969999999999999,0.303,0.428,0.731,0.221,-0.2,107
21897,2023,Christopher Morel,91,19,3,14,52,46,36,2,9,369,413,.247,.319,.428,.747,96,50,17,3,26,62,70,36,1,6,63,1.6,107,388,429,0.247,0.084,0.313,0.508,0.821,0.26,10.3,121
22664,2023,Gabriel Moreno,58,9,1,6,29,26,18,0,3,215,237,.270,.331,.405,.735,97,70,19,1,7,33,50,29,0,6,48,2.3,111,341,380,0.284,0.076,0.339,0.408,0.747,0.123,2.0,102
12399,2023,Taylor Motter,43,9,1,5,23,20,16,0,3,186,206,.231,.298,.371,.669,13,10,3,0,0,3,2,5,0,0,2,-0.3,29,76,82,0.171,0.061,0.232,0.211,0.442,0.039,-7.8,24
18373,2023,Ryan Mountcastle,133,25,1,23,64,79,41,0,4,512,563,.260,.316,.447,.763,114,74,21,1,18,64,68,37,0,3,63,1.7,115,423,470,0.27,0.079,0.328,0.452,0.779,0.182,5.8,114
4892,2023,Mike Moustakas,71,17,0,10,37,38,31,0,3,322,363,.220,.298,.366,.664,87,60,15,0,12,43,48,23,0,0,39,-0.4,112,352,386,0.247,0.06,0.293,0.392,0.685,0.145,-7.8,78
17929,2023,Cedric Mullins,146,29,4,18,76,56,45,2,26,544,604,.268,.330,.436,.766,94,53,23,3,15,51,74,43,3,19,53,1.9,116,404,455,0.233,0.095,0.305,0.416,0.721,0.183,-2.9,99
13301,2023,Max Muncy,100,21,1,23,72,69,73,0,3,456,542,.219,.333,.421,.754,102,48,17,1,36,95,105,85,0,1,83,2.6,135,482,579,0.212,0.147,0.333,0.475,0.808,0.263,12.4,118
19352,2023,Sean Murphy,115,29,1,18,61,62,51,0,2,484,551,.238,.322,.413,.735,93,51,21,0,21,65,68,49,0,0,71,4.9,108,370,438,0.251,0.1119999999999999,0.365,0.478,0.844,0.227,17.4,130
13499,2023,Tom Murphy,50,9,0,7,29,25,27,0,2,220,254,.227,.315,.364,.678,42,22,12,0,8,19,17,10,0,0,26,0.8,47,145,159,0.29,0.063,0.335,0.538,0.873,0.248,6.5,142
10047,2023,Wil Myers,90,20,1,13,44,51,34,0,5,354,393,.254,.321,.427,.747,24,18,3,0,3,11,12,12,1,2,8,-0.7,37,127,141,0.189,0.085,0.257,0.283,0.541,0.094,-8.9,42
13338,2023,Omar NarvÃ¡ez,81,17,1,8,38,38,36,1,1,347,393,.233,.312,.357,.669,27,20,5,0,2,12,7,14,1,0,11,0.0,49,128,146,0.211,0.096,0.283,0.297,0.58,0.086,-7.1,63
21865,2023,Bo Naylor,45,9,1,6,23,22,16,0,3,184,204,.245,.310,.402,.713,47,23,13,0,11,33,32,30,0,5,33,2.1,67,198,230,0.237,0.13,0.339,0.47,0.809,0.232,5.4,122
18839,2023,Josh Naylor,111,25,1,15,50,60,34,0,5,432,474,.257,.316,.424,.740,139,91,31,0,17,52,97,33,0,10,75,2.7,121,452,495,0.308,0.067,0.354,0.489,0.842,0.181,14.5,127
17893,2023,Tyler Nevin,59,11,1,6,31,30,29,0,2,258,294,.229,.313,.349,.662,19,13,3,1,2,11,10,12,0,0,10,-0.5,41,95,111,0.2,0.108,0.306,0.316,0.622,0.116,-3.3,77
17696,2023,Kevin Newman,92,18,2,5,39,32,24,3,6,379,410,.243,.290,.340,.630,57,38,16,0,3,28,28,17,2,8,26,0.0,74,225,253,0.253,0.067,0.311,0.364,0.675,0.111,-4.8,77
13755,2023,TomÃ¡s Nido,81,16,1,7,39,36,20,6,2,341,373,.238,.284,.352,.636,7,7,0,0,0,5,1,2,2,0,-2,-0.6,22,56,61,0.125,0.033,0.153,0.125,0.278,0.0,-9.6,-25
12927,2023,Brandon Nimmo,135,25,5,14,79,52,64,2,5,496,575,.272,.366,.427,.794,162,102,30,6,24,89,68,74,1,3,106,4.2,152,592,682,0.274,0.109,0.363,0.466,0.829,0.193,22.9,130
15941,2023,Austin Nola,93,19,1,7,42,48,34,1,2,370,418,.251,.321,.365,.686,19,15,3,0,1,9,8,18,4,0,6,-0.9,52,130,154,0.146,0.1169999999999999,0.26,0.192,0.452,0.046,-12.6,37
21454,2023,Lars Nootbaar,80,17,3,14,52,44,46,1,5,334,386,.240,.332,.434,.766,111,73,23,1,14,74,46,72,1,11,72,3.0,117,426,503,0.261,0.143,0.367,0.418,0.784,0.157,10.8,118
24729,2023,Logan O'Hoppe,48,9,1,6,24,23,18,0,3,187,208,.257,.327,.412,.739,43,23,6,0,14,23,29,14,0,0,27,0.3,51,182,199,0.236,0.07,0.296,0.5,0.796,0.264,3.0,112
15711,2023,Tyler O'Neill,99,18,1,20,64,62,37,0,12,396,445,.250,.321,.452,.773,55,32,14,0,9,27,21,28,0,5,31,0.6,72,238,266,0.231,0.105,0.312,0.403,0.715,0.172,-1.3,97
19755,2023,Shohei Ohtani,134,26,5,31,82,84,70,0,16,520,597,.258,.349,.506,.855,151,73,26,8,44,102,95,91,0,20,130,6.5,135,497,599,0.304,0.152,0.412,0.654,1.066,0.35,57.3,179
19698,2023,Edward Olivares,70,11,1,9,36,30,19,1,4,273,298,.256,.312,.403,.715,93,54,23,4,12,47,36,22,0,11,50,0.4,107,354,385,0.263,0.057,0.317,0.452,0.769,0.189,3.4,104
14344,2023,Matt Olson,132,32,1,30,79,91,69,0,3,536,617,.246,.334,.478,.812,172,88,27,3,54,127,139,104,0,1,144,6.5,162,608,720,0.283,0.144,0.389,0.604,0.993,0.321,56.4,161
24770,2023,James Outman,48,10,1,6,27,24,18,0,3,186,208,.258,.332,.419,.751,120,78,16,3,23,86,70,68,0,16,81,4.0,151,483,567,0.248,0.12,0.353,0.437,0.79,0.188,12.2,118
10324,2023,Marcell Ozuna,104,19,0,20,53,59,38,0,2,430,474,.242,.304,.426,.730,145,75,29,1,40,84,100,57,0,0,103,3.2,144,530,592,0.274,0.096,0.346,0.558,0.905,0.285,30.8,140
19948,2023,Cristian Pache,61,11,2,6,31,29,22,3,3,309,337,.197,.257,.304,.561,20,10,7,1,2,12,11,10,1,2,12,0.4,48,84,95,0.238,0.105,0.319,0.417,0.736,0.179,0.1,99
24589,2023,Richie Palacios,58,12,1,5,25,26,21,0,4,236,262,.246,.313,.369,.682,24,12,6,0,6,9,16,6,1,2,15,0.4,32,93,102,0.258,0.059,0.307,0.516,0.823,0.258,2.4,119
20036,2023,Isaac Paredes,80,17,1,15,46,42,41,0,2,352,399,.227,.313,.409,.722,123,68,24,0,31,71,98,58,0,1,90,4.3,143,492,571,0.25,0.102,0.352,0.488,0.84,0.238,20.8,136
27676,2023,Vinnie Pasquantino,85,14,1,11,34,34,35,0,3,308,349,.276,.355,.435,.790,57,31,17,0,9,24,26,25,0,0,34,0.1,61,231,260,0.247,0.096,0.324,0.437,0.762,0.19,1.8,103
11899,2023,Joc Pederson,102,19,2,19,56,62,39,0,3,413,465,.247,.321,.441,.762,84,52,14,3,15,59,51,57,0,0,56,0.7,121,358,425,0.235,0.134,0.348,0.416,0.764,0.182,4.4,109
24273,2023,Liover Peguero,46,9,1,6,23,22,17,0,3,181,202,.254,.323,.414,.738,47,35,4,1,7,21,26,11,2,6,20,0.1,59,198,213,0.237,0.052,0.28,0.374,0.653,0.136,-6.1,73
21636,2023,Jeremy PeÃ±a,113,19,2,17,60,54,25,1,9,443,479,.255,.300,.422,.722,152,107,32,3,10,81,52,43,1,13,73,2.8,150,577,634,0.263,0.068,0.324,0.381,0.705,0.118,-4.6,97
2136,2023,David Peralta,114,27,4,10,46,58,39,0,2,451,499,.253,.314,.397,.711,102,69,25,1,7,47,55,20,0,4,42,-0.2,133,394,422,0.259,0.047,0.294,0.381,0.675,0.122,-9.8,82
22823,2023,Oswald Peraza,54,11,1,6,28,22,20,0,4,204,229,.265,.341,.417,.757,33,23,8,0,2,15,14,13,0,4,12,-0.4,52,173,191,0.191,0.068,0.267,0.272,0.539,0.081,-11.5,51
22799,2023,Geraldo Perdomo,87,14,2,7,53,40,44,7,8,396,454,.220,.304,.318,.622,100,70,20,4,6,71,47,64,14,16,61,2.3,144,407,495,0.246,0.129,0.353,0.359,0.712,0.113,0.3,98
20805,2023,Carlos PÃ©rez,46,10,1,5,22,23,16,0,3,189,209,.243,.308,.386,.694,10,5,4,0,1,5,3,4,0,0,4,-0.2,27,49,53,0.204,0.075,0.264,0.347,0.611,0.143,-2.2,66
7304,2023,Salvador Perez,123,22,1,27,58,80,23,0,2,469,503,.262,.306,.486,.792,137,93,21,0,23,59,80,19,0,0,63,-0.4,140,538,580,0.255,0.033,0.292,0.422,0.714,0.167,-7.9,86
12325,2023,Jace Peterson,82,16,2,9,47,40,42,1,11,344,394,.238,.324,.375,.699,79,59,10,4,6,35,37,47,2,15,37,0.4,134,374,430,0.211,0.109,0.304,0.307,0.611,0.096,-15.6,73
2967,2023,Tommy Pham,115,22,1,15,73,54,58,0,11,498,567,.231,.315,.369,.685,109,63,27,3,16,55,68,47,0,22,64,1.9,129,426,481,0.256,0.098,0.328,0.446,0.774,0.19,5.5,109
14735,2023,Brett Phillips,60,11,2,11,44,37,31,3,12,303,342,.198,.277,.356,.634,11,7,1,0,3,9,6,8,0,3,6,-0.1,40,63,71,0.175,0.113,0.268,0.333,0.601,0.159,-3.0,64
2829,2023,Manny PiÃ±a,43,8,0,9,26,28,20,0,2,202,229,.213,.297,.386,.683,3,2,0,0,1,1,1,0,0,0,1,0.0,4,12,12,0.25,0.0,0.25,0.5,0.75,0.25,0.0,102
19859,2023,RenÃ© Pinto,53,10,1,6,24,27,16,0,3,221,242,.240,.299,.376,.674,26,17,3,0,6,10,16,2,0,0,12,0.4,39,103,105,0.252,0.019,0.267,0.456,0.723,0.204,-1.1,97
13152,2023,Jorge Polanco,109,22,1,18,62,62,45,1,6,433,487,.252,.324,.432,.756,77,45,18,0,14,38,48,36,0,4,48,1.4,80,302,343,0.255,0.105,0.335,0.454,0.789,0.199,6.2,117
9256,2023,AJ Pollock,119,26,1,18,59,63,33,0,6,465,506,.256,.309,.432,.741,22,13,4,0,5,15,15,9,0,0,7,-0.8,54,133,144,0.165,0.063,0.215,0.308,0.524,0.143,-10.9,45
22117,2023,Nick Pratto,58,14,1,9,32,32,27,1,2,258,291,.225,.302,.391,.694,71,48,16,0,7,33,35,29,0,1,35,-0.7,95,306,345,0.232,0.084,0.307,0.353,0.66,0.121,-7.5,79
10815,2023,Jurickson Profar,121,27,2,12,68,52,58,2,9,500,570,.242,.326,.376,.702,111,73,27,2,9,55,46,50,0,1,57,-1.6,125,459,521,0.242,0.096,0.321,0.368,0.689,0.126,-6.0,78
21534,2023,Cal Raleigh,83,22,1,19,43,54,34,0,2,381,422,.218,.284,.430,.715,119,65,23,1,30,78,75,54,0,0,73,4.3,145,513,569,0.232,0.095,0.306,0.456,0.762,0.224,3.7,113
19354,2023,Luke Raley,49,9,1,6,25,22,18,0,2,217,243,.226,.300,.359,.660,89,44,23,3,19,56,49,28,1,14,61,2.5,118,357,406,0.249,0.069,0.333,0.49,0.824,0.241,11.5,129
14387,2023,Harold RamÃ­rez,116,24,1,8,46,54,23,0,4,419,454,.277,.322,.396,.718,125,92,19,2,12,58,68,22,0,5,64,1.4,122,400,434,0.313,0.051,0.353,0.46,0.813,0.148,11.2,127
13510,2023,JosÃ© RamÃ­rez,143,34,4,27,87,98,61,0,20,532,606,.269,.347,.500,.847,172,107,36,5,24,87,80,73,0,28,100,4.6,156,611,691,0.282,0.106,0.356,0.475,0.831,0.193,15.8,122
22515,2023,Heliot Ramos,45,9,1,6,26,21,18,0,3,190,211,.237,.308,.389,.698,10,5,4,0,1,5,2,4,0,0,3,-0.2,25,56,60,0.179,0.067,0.233,0.304,0.537,0.125,-4.1,46
11739,2023,J.T. Realmuto,126,24,3,19,67,73,42,0,15,478,535,.264,.334,.446,.780,123,70,28,5,20,70,63,35,0,16,68,2.1,135,489,540,0.252,0.065,0.31,0.452,0.762,0.2,2.5,102
13770,2023,Rob Refsnyder,70,15,0,7,38,30,26,0,3,269,304,.260,.333,.394,.727,50,39,9,1,1,31,28,33,1,7,29,0.4,89,202,243,0.248,0.136,0.365,0.317,0.682,0.069,-0.8,93
12861,2023,Anthony Rendon,68,16,1,9,32,39,36,0,2,279,321,.244,.334,.405,.739,35,27,6,0,2,23,22,25,0,2,21,0.2,43,148,183,0.236,0.1369999999999999,0.361,0.318,0.678,0.081,-1.0,95
15464,2023,Hunter Renfroe,116,25,1,25,67,73,40,1,3,470,518,.247,.308,.464,.771,116,65,31,0,20,60,60,44,0,0,62,0.4,140,498,548,0.233,0.08,0.297,0.416,0.713,0.183,-4.7,92
19858,2023,Luis Rengifo,109,17,2,14,48,47,26,2,6,441,475,.247,.294,.390,.684,104,69,15,4,16,55,51,41,0,6,62,1.7,126,394,445,0.264,0.092,0.339,0.444,0.783,0.18,7.6,114
19326,2023,Bryan Reynolds,135,24,5,21,72,65,56,0,6,504,572,.268,.350,.460,.810,151,91,31,5,24,85,84,53,0,12,88,2.1,145,574,640,0.263,0.083,0.33,0.46,0.79,0.197,10.2,109
18360,2023,Austin Riley,154,32,2,29,79,86,49,0,2,548,613,.281,.350,.505,.856,179,107,32,3,37,117,97,59,0,3,113,5.1,159,636,715,0.281,0.083,0.345,0.516,0.861,0.234,26.3,128
18316,2023,Edwin Rios,52,9,0,11,29,31,19,0,2,228,252,.228,.298,.412,.710,2,0,1,0,1,3,2,5,0,0,1,-0.3,18,28,34,0.071,0.147,0.235,0.214,0.45,0.143,-2.8,35
19890,2023,Emmanuel Rivera,86,17,2,11,48,40,28,0,3,356,389,.242,.303,.393,.696,67,50,13,0,4,32,29,22,0,1,29,0.3,86,257,283,0.261,0.078,0.314,0.358,0.672,0.097,-5.4,82
3473,2023,Anthony Rizzo,106,20,2,23,66,61,50,0,6,458,532,.231,.330,.434,.765,91,65,14,0,12,45,41,35,0,0,49,0.8,99,373,421,0.244,0.083,0.328,0.378,0.706,0.134,-2.1,97
20043,2023,Luis Robert Jr.,114,22,1,15,57,58,25,0,11,398,430,.286,.333,.460,.793,144,69,36,1,38,90,80,30,0,20,92,4.9,145,546,595,0.264,0.05,0.315,0.542,0.857,0.278,19.6,128
18363,2023,Victor Robles,88,17,2,7,46,35,29,6,12,390,440,.226,.297,.333,.631,32,26,5,1,0,15,8,11,4,8,17,0.4,36,107,126,0.299,0.087,0.385,0.364,0.75,0.065,2.1,113
