IDfg,Season,Name,Projected_H,Projected_2B,Projected_3B,Projected_HR,Projected_R,Projected_RBI,Projected_BB,Projected_SH,Projected_SB,Projected_AB,Projected_PA,Projected_AVG,Projected_OBP,Projected_SLG,Projected_OPS,H,1B,2B,3B,HR,R,RBI,BB,SH,SB,wRC,WAR,G,AB,PA,AVG,BB%,OBP,SLG,OPS,ISO,wRAA,wRC+
17907,2023,Brendan Rodgers,130,27,3,14,63,60,37,0,2,487,532,.267,.323,.421,.744,46,32,9,1,4,21,20,11,0,0,22,0.2,46,178,192,0.258,0.057,0.313,0.388,0.7,0.129,-1.9,78
23697,2023,Julio RodrÃ­guez,123,22,2,21,68,62,36,0,18,437,480,.281,.344,.485,.830,180,109,37,2,32,102,103,47,0,37,104,5.8,155,654,714,0.275,0.066,0.333,0.485,0.818,0.209,17.2,128
19452,2023,Jake Rogers,46,9,2,7,25,25,17,2,3,191,213,.241,.308,.419,.727,73,41,11,0,21,47,49,28,1,1,43,2.6,107,331,365,0.221,0.077,0.286,0.444,0.73,0.224,-1.9,98
19734,2023,Josh Rojas,116,25,2,10,63,48,51,3,14,449,510,.258,.334,.390,.724,77,56,17,0,4,47,40,27,2,12,32,1.0,105,314,350,0.245,0.077,0.303,0.338,0.641,0.092,-10.2,78
7802,2023,Miguel Rojas,115,24,2,9,49,44,33,1,10,465,507,.247,.303,.366,.669,91,69,16,1,5,49,31,26,2,8,35,0.6,125,385,423,0.236,0.061,0.29,0.322,0.612,0.086,-16.6,69
19627,2023,Brent Rooker,47,11,0,7,26,23,18,0,2,214,239,.220,.297,.369,.666,114,63,20,1,30,61,69,49,0,4,77,2.1,137,463,526,0.246,0.093,0.329,0.488,0.817,0.242,13.0,126
20287,2023,Ben Rortvedt,43,8,1,6,22,21,16,1,2,189,210,.228,.293,.376,.669,8,5,1,0,2,6,4,11,0,0,3,0.0,32,68,79,0.118,0.139,0.241,0.221,0.461,0.103,-6.5,33
15518,2023,Amed Rosario,154,24,6,11,75,61,29,0,13,558,594,.276,.314,.400,.714,134,95,25,8,6,70,58,29,0,15,57,0.4,142,510,545,0.263,0.053,0.305,0.378,0.683,0.116,-9.7,87
12155,2023,Eddie Rosario,83,16,2,11,40,47,26,1,7,345,376,.241,.293,.394,.687,122,74,24,3,21,64,74,34,1,3,65,1.3,142,478,516,0.255,0.066,0.305,0.45,0.755,0.195,1.7,100
19964,2023,Eguy Rosario,45,9,1,6,23,22,17,0,3,182,203,.247,.317,.407,.723,9,5,1,1,2,6,6,1,0,0,5,0.2,11,36,37,0.25,0.027,0.27,0.5,0.77,0.25,0.1,105
9929,2023,Darin Ruf,85,16,1,14,52,51,47,0,3,369,425,.230,.324,.393,.717,11,8,3,0,0,3,3,8,0,0,5,-0.1,20,49,57,0.224,0.14,0.333,0.286,0.619,0.061,-1.5,79
21780,2023,Esteury Ruiz,48,9,1,5,24,23,16,0,4,198,218,.242,.304,.374,.678,114,84,24,1,5,47,47,20,4,67,49,1.2,132,449,497,0.254,0.04,0.309,0.345,0.654,0.091,-11.9,85
19610,2023,Keibert Ruiz,100,20,0,9,39,43,31,1,5,387,426,.258,.322,.380,.701,136,94,24,0,18,55,67,31,0,1,65,-0.5,136,523,562,0.26,0.055,0.308,0.409,0.717,0.149,-3.7,94
26288,2023,Adley Rutschman,96,29,1,12,60,42,52,0,5,377,435,.255,.349,.432,.781,163,111,31,1,20,84,80,92,0,1,103,5.4,154,588,687,0.277,0.134,0.374,0.435,0.809,0.158,19.0,127
19913,2023,JesÃºs SÃ¡nchez,84,16,3,15,43,46,32,0,2,360,397,.233,.302,.419,.721,91,51,23,3,14,43,52,38,1,3,54,1.4,125,360,402,0.253,0.095,0.327,0.45,0.777,0.197,5.2,107
2396,2023,Carlos Santana,93,16,0,16,53,56,65,0,2,445,519,.209,.312,.353,.665,132,75,33,1,23,78,86,65,0,6,78,1.5,146,550,619,0.24,0.105,0.318,0.429,0.747,0.189,2.5,100
14551,2023,Anthony Santander,125,26,1,25,68,73,41,1,2,513,567,.244,.307,.444,.752,152,82,41,1,28,81,95,55,0,5,92,2.6,153,591,656,0.257,0.084,0.325,0.472,0.797,0.215,12.0,119
11265,2023,Jonathan Schoop,117,22,1,14,58,53,27,0,4,485,522,.241,.287,.377,.664,29,21,8,0,0,15,7,13,0,0,10,-0.3,55,136,151,0.213,0.086,0.278,0.272,0.55,0.059,-8.8,54
16478,2023,Kyle Schwarber,117,21,2,34,83,77,70,0,6,503,582,.233,.331,.485,.816,115,48,19,1,47,108,104,126,0,0,107,1.0,160,585,720,0.197,0.175,0.343,0.474,0.817,0.277,19.0,120
13624,2023,Corey Seager,135,25,2,25,76,74,52,0,3,510,572,.265,.337,.469,.806,156,81,42,0,33,88,96,49,0,2,110,6.3,119,477,536,0.327,0.091,0.39,0.623,1.013,0.296,44.6,171
5933,2023,Jean Segura,111,16,2,11,54,44,32,1,9,408,450,.272,.333,.402,.735,66,56,5,2,3,25,21,22,1,6,21,-1.3,85,301,326,0.219,0.067,0.277,0.279,0.556,0.06,-18.6,50
12533,2023,Marcus Semien,142,29,3,26,87,75,51,0,16,574,634,.247,.310,.444,.754,185,112,40,4,29,122,100,72,0,14,114,6.3,162,670,753,0.276,0.096,0.348,0.478,0.826,0.201,22.4,126
19293,2023,Nick Senzel,89,16,0,7,48,33,32,1,8,378,422,.235,.300,.333,.634,71,48,10,0,13,49,42,26,0,6,36,-0.5,104,301,330,0.236,0.079,0.297,0.399,0.696,0.163,-4.5,82
19422,2023,Brian Serven,62,10,1,9,31,29,22,2,2,274,303,.226,.289,.369,.658,3,2,1,0,0,0,1,0,0,0,-1,-0.3,11,23,23,0.13,0.0,0.13,0.174,0.304,0.043,-3.6,-40
19901,2023,Gavin Sheets,95,19,0,16,42,57,31,0,2,385,423,.247,.307,.421,.728,63,43,10,0,10,24,43,28,0,1,26,-1.5,118,311,344,0.203,0.081,0.267,0.331,0.599,0.129,-16.4,61
19562,2023,Zack Short,40,8,0,6,26,25,22,0,3,197,225,.203,.280,.335,.615,45,29,9,0,7,17,33,28,3,5,23,-0.1,112,221,253,0.204,0.111,0.292,0.339,0.631,0.136,-7.8,77
22557,2023,Michael Siani,47,9,1,5,23,21,16,0,3,193,212,.244,.307,.378,.685,0,0,0,0,0,1,0,1,0,1,0,-0.1,8,5,6,0.0,0.1669999999999999,0.167,0.0,0.167,0.0,-1.0,-26
17452,2023,Jose Siri,78,14,2,10,53,35,24,0,12,337,367,.231,.289,.374,.663,75,35,13,2,25,58,56,20,1,12,44,2.6,101,338,364,0.222,0.055,0.267,0.494,0.761,0.272,0.1,106
16153,2023,Austin Slater,86,16,2,11,52,40,40,0,15,344,393,.250,.337,.404,.741,50,36,9,0,5,24,20,20,0,2,27,0.6,89,185,207,0.27,0.0969999999999999,0.348,0.4,0.748,0.13,2.0,109
15653,2023,Dominic Smith,72,18,1,8,32,41,23,0,2,292,325,.247,.311,.397,.708,134,100,21,1,12,57,46,47,0,1,66,0.0,153,527,586,0.254,0.08,0.326,0.366,0.692,0.112,-5.8,91
26396,2023,Josh H. Smith,64,10,1,6,33,28,31,2,5,284,327,.225,.312,.331,.643,36,21,8,1,6,29,15,25,2,1,22,0.0,90,195,232,0.185,0.108,0.304,0.328,0.633,0.144,-6.0,80
20242,2023,Kevin Smith,54,13,1,6,25,27,19,2,5,253,279,.213,.272,.344,.616,25,16,4,0,5,15,11,5,5,1,8,-0.5,49,135,146,0.185,0.034,0.22,0.326,0.546,0.141,-9.9,49
19892,2023,Pavin Smith,89,17,2,10,44,40,34,0,2,354,393,.251,.320,.395,.715,36,24,5,0,7,26,30,35,0,1,23,-0.7,69,191,228,0.188,0.154,0.317,0.325,0.642,0.136,-4.8,80
19197,2023,Will Smith,121,24,2,22,68,78,55,0,3,466,539,.260,.349,.461,.810,121,79,21,2,19,80,76,63,0,3,80,3.9,126,464,554,0.261,0.114,0.359,0.438,0.797,0.177,12.2,118
23264,2023,Canaan Smith-Njigba,45,10,1,6,24,22,17,0,3,182,204,.247,.320,.412,.732,4,2,1,1,0,3,5,4,0,1,1,-0.4,15,32,37,0.125,0.108,0.216,0.219,0.435,0.094,-3.7,16
8623,2023,Donovan Solano,96,20,1,7,36,37,25,1,2,351,386,.274,.330,.396,.726,111,79,26,1,5,43,38,40,0,0,62,1.2,134,394,450,0.282,0.089,0.369,0.391,0.76,0.109,7.3,116
14221,2023,Jorge Soler,80,18,0,16,46,47,41,0,1,361,413,.222,.306,.404,.710,126,66,24,0,36,77,75,66,0,1,91,1.8,137,504,580,0.25,0.114,0.341,0.512,0.853,0.262,20.4,125
17022,2023,Edmundo Sosa,74,13,4,6,40,33,18,1,6,295,328,.251,.316,.383,.699,70,43,15,2,10,34,30,8,2,4,34,1.1,104,279,300,0.251,0.027,0.293,0.427,0.719,0.176,-2.2,92
22896,2023,Lenyn Sosa,46,9,1,6,25,22,17,0,3,198,218,.232,.298,.379,.677,33,21,6,0,6,12,14,5,3,0,10,-0.6,52,164,173,0.201,0.0289999999999999,0.224,0.348,0.571,0.146,-11.1,48
20123,2023,Juan Soto,134,24,2,25,91,73,115,0,8,478,597,.280,.421,.496,.917,156,88,32,1,35,97,109,132,1,12,131,6.0,162,568,708,0.275,0.186,0.41,0.519,0.93,0.245,45.0,154
22471,2023,Livan Soto,59,12,1,6,29,28,17,1,3,208,230,.284,.341,.438,.778,2,2,0,0,0,2,0,3,0,0,1,-0.1,4,9,12,0.222,0.25,0.417,0.222,0.639,0.0,0.0,102
12856,2023,George Springer,119,22,3,24,77,67,49,0,9,463,526,.257,.335,.473,.808,158,111,25,1,21,87,72,60,0,20,84,1.8,154,613,683,0.258,0.088,0.327,0.405,0.732,0.147,0.8,104
13723,2023,Jacob Stallings,90,17,1,8,36,46,39,1,1,388,435,.232,.307,.343,.650,46,29,14,0,3,22,20,27,3,0,19,-0.4,89,241,276,0.191,0.098,0.278,0.286,0.565,0.095,-14.2,55
4949,2023,Giancarlo Stanton,102,15,0,26,54,73,50,0,2,427,484,.239,.320,.457,.776,71,34,13,0,24,43,60,41,0,0,43,-0.6,101,371,415,0.191,0.099,0.275,0.42,0.695,0.229,-7.5,86
26323,2023,Spencer Steer,54,12,1,6,29,25,22,0,2,227,254,.238,.312,.379,.691,158,95,37,3,23,74,86,68,0,15,101,1.9,156,582,665,0.271,0.102,0.356,0.464,0.82,0.192,20.1,117
25353,2023,Michael Stefanic,50,10,1,5,25,20,19,1,3,210,235,.238,.312,.367,.679,18,15,2,1,0,5,6,8,0,0,9,0.2,25,62,71,0.29,0.113,0.38,0.355,0.735,0.065,0.8,109
17988,2023,Tyler Stephenson,84,16,0,9,43,44,29,0,2,295,332,.285,.355,.431,.786,113,78,20,2,13,59,56,47,0,0,57,-0.7,142,465,517,0.243,0.091,0.317,0.378,0.696,0.135,-5.7,84
22411,2023,Cal Stevenson,48,10,1,5,24,21,21,2,3,209,236,.230,.303,.359,.662,0,0,0,0,0,1,0,3,0,0,0,-0.1,6,9,12,0.0,0.25,0.25,0.0,0.25,0.0,-1.4,4
12564,2023,Trevor Story,102,24,3,17,62,60,38,0,15,410,458,.249,.317,.446,.764,32,20,9,0,3,12,14,9,0,10,11,0.3,43,158,168,0.203,0.054,0.25,0.316,0.566,0.114,-9.7,48
26294,2023,Bryson Stott,95,19,2,10,52,46,34,1,10,395,433,.241,.303,.375,.677,164,115,32,2,15,78,62,39,1,31,80,4.2,151,585,640,0.28,0.061,0.329,0.419,0.747,0.138,2.4,101
26151,2023,Kyle Stowers,57,11,1,7,29,28,18,0,3,226,249,.252,.315,.403,.717,2,2,0,0,0,1,0,3,0,0,-2,-0.4,14,30,33,0.067,0.091,0.152,0.067,0.218,0.0,-5.5,-36
17620,2023,Myles Straw,122,23,2,4,68,40,51,1,21,504,562,.242,.312,.319,.631,110,88,18,3,1,52,29,42,6,20,42,0.2,147,462,518,0.238,0.081,0.301,0.297,0.597,0.058,-21.5,68
18067,2023,Garrett Stubbs,57,11,1,8,32,30,23,2,4,236,264,.242,.312,.398,.710,23,17,4,1,1,15,12,9,1,2,8,-0.3,41,113,125,0.204,0.072,0.274,0.283,0.557,0.08,-6.9,54
12552,2023,Eugenio SuÃ¡rez,110,22,1,27,68,76,59,0,2,500,572,.220,.309,.430,.739,139,88,29,0,22,68,96,70,0,2,82,3.5,162,598,694,0.232,0.1009999999999999,0.323,0.391,0.714,0.159,-2.9,104
22244,2023,Jack Suwinski,77,14,1,16,46,41,38,0,5,342,386,.225,.308,.412,.721,100,51,21,2,26,63,74,75,0,13,75,2.6,144,447,534,0.224,0.14,0.339,0.454,0.793,0.23,10.1,112
30116,2023,Seiya Suzuki,97,20,2,12,49,44,37,0,8,378,423,.257,.327,.415,.742,147,90,31,6,20,75,74,59,0,6,90,3.2,138,515,583,0.285,0.1009999999999999,0.357,0.485,0.842,0.2,19.4,128
18314,2023,Dansby Swanson,146,30,1,22,81,80,46,0,12,558,613,.262,.321,.437,.758,138,88,25,3,22,81,80,66,0,9,81,4.9,147,565,638,0.244,0.103,0.328,0.416,0.744,0.172,3.3,106
19709,2023,Fernando Tatis Jr.,62,13,1,15,42,41,26,0,10,225,255,.276,.353,.542,.895,148,89,33,1,25,91,78,53,1,29,84,4.1,141,575,635,0.257,0.083,0.322,0.449,0.77,0.191,7.0,112
18900,2023,Leody Taveras,85,16,2,8,43,35,27,1,14,356,389,.239,.296,.362,.659,136,88,31,3,14,67,67,35,3,14,66,2.4,143,511,554,0.266,0.063,0.312,0.421,0.733,0.155,-1.1,100
13757,2023,Chris Taylor,102,23,3,14,60,54,47,1,10,428,485,.238,.320,.404,.724,80,49,15,1,15,51,56,41,0,16,48,1.3,117,338,384,0.237,0.107,0.326,0.42,0.746,0.183,1.6,104
11489,2023,Michael A. Taylor,106,15,2,11,52,49,34,2,8,438,481,.242,.300,.361,.661,78,42,14,1,21,48,51,26,3,13,44,2.0,129,355,388,0.22,0.067,0.278,0.442,0.72,0.223,-3.5,95
13675,2023,Tyrone Taylor,94,20,3,16,51,55,28,0,5,391,430,.240,.302,.430,.732,54,26,17,1,10,36,35,8,0,9,26,1.0,81,231,243,0.234,0.033,0.267,0.446,0.713,0.212,-3.3,88
15679,2023,Rowdy Tellez,112,22,1,24,60,71,48,0,2,476,532,.235,.310,.437,.747,67,44,9,1,13,26,47,35,0,0,34,-0.7,106,311,351,0.215,0.1,0.291,0.376,0.667,0.161,-8.8,78
19318,2023,Matt Thaiss,50,8,1,6,27,24,24,0,3,214,241,.234,.314,.364,.679,56,41,6,0,9,32,31,36,0,2,32,0.4,95,262,307,0.214,0.1169999999999999,0.319,0.34,0.659,0.126,-5.9,84
23792,2023,Alek Thomas,91,18,1,9,46,42,26,0,5,372,406,.245,.298,.371,.669,86,55,17,5,9,51,39,19,2,9,36,0.3,125,374,402,0.23,0.047,0.273,0.374,0.647,0.144,-13.4,70
16939,2023,Lane Thomas,107,25,2,14,58,49,45,0,8,449,500,.238,.309,.396,.706,168,101,36,3,28,101,86,36,0,20,92,3.2,157,628,682,0.268,0.053,0.315,0.468,0.783,0.201,8.8,110
22261,2023,Bubba Thompson,69,11,1,5,32,25,18,2,15,266,291,.259,.313,.365,.677,9,4,4,1,0,10,4,4,1,4,3,-0.4,37,53,60,0.17,0.067,0.237,0.283,0.52,0.113,-4.4,40
9952,2023,Trayce Thompson,72,16,1,14,42,46,35,0,6,290,331,.248,.333,.455,.789,25,17,2,0,6,17,17,24,0,2,14,-0.3,72,153,179,0.163,0.134,0.285,0.294,0.579,0.131,-7.7,65
25845,2023,Michael Toglia,57,14,2,6,27,28,21,0,3,236,260,.242,.308,.394,.702,23,14,5,0,4,18,9,10,0,1,7,-1.1,45,141,152,0.163,0.066,0.224,0.284,0.507,0.121,-11.7,24
27465,2023,Spencer Torkelson,81,17,1,9,41,34,36,0,2,360,402,.225,.303,.353,.656,141,75,34,1,31,88,94,67,0,3,88,1.5,159,606,684,0.233,0.098,0.313,0.446,0.758,0.213,4.2,108
19844,2023,Abraham Toro,81,15,1,12,46,45,29,0,5,375,414,.216,.281,.357,.638,8,6,0,0,2,4,9,2,0,0,6,0.2,9,18,21,0.444,0.095,0.524,0.778,1.302,0.333,3.9,250
16997,2023,Gleyber Torres,125,25,1,16,61,62,45,1,11,485,538,.258,.323,.412,.735,163,108,28,2,25,90,68,67,0,13,97,3.6,158,596,672,0.273,0.1,0.347,0.453,0.8,0.18,15.1,120
24064,2023,Ezequiel Tovar,49,10,1,6,24,23,17,0,3,197,218,.249,.313,.401,.714,147,91,37,4,15,79,73,25,2,11,65,1.7,153,581,615,0.253,0.0409999999999999,0.287,0.408,0.695,0.155,-10.2,72
19960,2023,Taylor Trammell,52,14,0,9,34,28,26,2,4,245,276,.212,.293,.380,.673,6,3,0,0,3,7,11,9,0,0,5,-0.2,22,46,56,0.13,0.161,0.286,0.326,0.612,0.196,-1.8,81
20056,2023,Alan Trejo,62,12,1,8,32,30,18,0,3,245,268,.253,.310,.408,.718,48,33,11,0,4,24,26,16,1,5,20,-0.1,83,207,227,0.232,0.07,0.288,0.343,0.631,0.111,-7.7,58
16725,2023,Jose Trevino,92,18,1,10,41,45,21,1,3,380,407,.242,.283,.374,.657,33,25,4,0,4,15,15,8,1,0,11,0.7,55,157,168,0.21,0.048,0.257,0.312,0.57,0.102,-9.3,55
16953,2023,Chadwick Tromp,46,9,1,7,24,25,14,0,2,186,204,.247,.304,.419,.723,2,1,1,0,0,1,1,0,0,0,-1,-0.1,6,16,16,0.125,0.0,0.125,0.188,0.313,0.063,-2.5,-27
10155,2023,Mike Trout,111,23,2,28,70,67,52,0,3,403,464,.275,.364,.551,.915,81,48,14,1,18,54,44,45,0,2,59,2.9,82,308,362,0.263,0.124,0.367,0.49,0.858,0.227,14.9,134
18345,2023,Kyle Tucker,137,30,3,25,72,91,51,0,18,504,561,.272,.339,.492,.831,163,92,37,5,29,97,112,80,0,30,112,5.0,157,574,674,0.284,0.119,0.369,0.517,0.886,0.233,30.0,140
5235,2023,Justin Turner,123,26,1,16,64,71,47,0,4,464,527,.265,.339,.429,.768,154,100,31,0,23,86,96,51,0,4,90,1.1,146,558,626,0.276,0.081,0.345,0.455,0.8,0.179,14.2,115
16252,2023,Trea Turner,171,33,4,21,90,80,41,0,24,567,619,.302,.350,.485,.835,170,104,35,5,26,102,76,45,0,30,93,4.2,155,639,691,0.266,0.065,0.32,0.459,0.778,0.192,8.5,108
16622,2023,Luis UrÃ­as,107,20,1,16,60,56,50,1,4,430,493,.249,.337,.412,.748,28,19,6,0,3,18,18,21,0,0,19,0.0,52,144,177,0.194,0.119,0.337,0.299,0.636,0.104,-3.0,83
18795,2023,RamÃ³n UrÃ­as,104,19,1,14,50,52,35,2,2,407,452,.256,.322,.410,.732,95,66,22,3,4,45,42,27,0,3,46,0.7,116,360,396,0.264,0.068,0.328,0.375,0.703,0.111,-2.6,99
10681,2023,Gio Urshela,129,24,2,14,55,60,35,0,2,476,520,.271,.320,.418,.739,64,53,8,1,2,22,24,10,0,3,26,0.5,62,214,228,0.299,0.044,0.329,0.374,0.703,0.075,-2.2,92
13324,2023,Ildemaro Vargas,70,15,2,6,31,32,19,1,4,295,319,.237,.288,.363,.651,66,47,13,2,4,32,31,19,3,1,29,0.6,86,262,286,0.252,0.066,0.304,0.363,0.666,0.111,-6.2,82
20178,2023,Miguel Vargas,48,9,1,6,25,27,17,0,3,204,225,.235,.298,.377,.675,50,24,15,4,7,36,32,38,1,3,31,0.0,81,256,304,0.195,0.125,0.305,0.367,0.672,0.172,-5.9,85
19918,2023,Daulton Varsho,114,23,3,20,68,62,44,1,12,474,528,.241,.310,.428,.738,116,70,23,3,20,65,61,45,1,16,58,2.1,158,527,581,0.22,0.077,0.285,0.389,0.674,0.169,-12.5,85
26197,2023,Andrew Vaughn,124,26,1,16,60,64,38,0,2,475,524,.261,.322,.421,.743,146,93,30,2,21,67,80,36,0,0,76,0.4,152,566,615,0.258,0.059,0.314,0.429,0.743,0.171,1.5,103
24400,2023,Terrin Vavra,56,9,1,6,30,28,23,0,2,224,252,.250,.321,.379,.701,12,12,0,0,0,9,5,5,2,1,4,-0.3,27,49,56,0.245,0.089,0.315,0.245,0.56,0.0,-2.7,64
9774,2023,Christian VÃ¡zquez,111,22,1,9,47,50,30,0,5,427,463,.260,.311,.379,.690,73,54,13,0,6,34,32,25,1,1,27,0.9,102,327,355,0.223,0.07,0.28,0.318,0.598,0.095,-16.0,65
14196,2023,Andrew Velazquez,74,12,1,9,43,33,22,5,15,348,381,.213,.263,.330,.594,14,9,3,0,2,12,3,10,3,13,6,-0.2,54,81,94,0.173,0.106,0.264,0.284,0.548,0.111,-5.4,51
23359,2023,Nelson VelÃ¡zquez,63,12,3,9,32,36,26,0,6,273,303,.231,.304,.396,.699,38,15,6,0,17,35,34,14,0,0,29,0.8,53,162,179,0.235,0.078,0.302,0.586,0.888,0.352,7.5,132
17027,2023,Alex Verdugo,150,33,1,12,75,62,43,0,5,531,582,.282,.338,.416,.754,144,89,37,5,13,81,54,45,0,5,75,1.4,142,546,602,0.264,0.075,0.324,0.421,0.745,0.158,1.7,98
22184,2023,Mark Vientos,47,9,1,6,24,23,19,0,3,198,221,.237,.309,.384,.693,46,31,5,1,9,19,22,10,0,1,19,-0.8,65,218,233,0.211,0.043,0.253,0.367,0.62,0.156,-9.9,68
21558,2023,Matt Vierling,90,15,2,8,45,37,27,0,7,351,386,.256,.313,.379,.692,125,89,21,5,10,63,44,44,1,6,63,1.8,134,479,530,0.261,0.083,0.329,0.388,0.717,0.127,-1.7,100
24782,2023,David Villar,62,12,1,11,33,35,26,0,2,257,291,.241,.323,.424,.747,18,7,6,0,5,15,12,11,0,1,8,-0.3,46,124,140,0.145,0.079,0.236,0.315,0.55,0.169,-8.6,51
14130,2023,Daniel Vogelbach,90,17,1,16,49,52,63,0,2,389,456,.231,.341,.404,.744,64,43,8,0,13,33,48,42,0,0,41,0.2,104,275,319,0.233,0.132,0.339,0.404,0.742,0.171,2.2,108
4314,2023,Joey Votto,87,19,1,19,49,57,53,0,2,379,441,.230,.332,.435,.767,42,22,6,0,14,26,38,27,0,0,31,0.0,65,208,242,0.202,0.1119999999999999,0.314,0.433,0.747,0.231,1.5,97
18126,2023,LaMonte Wade Jr.,76,15,2,13,43,43,32,2,4,321,364,.237,.314,.417,.731,110,77,14,2,17,64,45,76,4,2,76,1.8,135,429,519,0.256,0.146,0.373,0.417,0.79,0.161,12.4,120
13419,2023,Christian Walker,125,26,2,22,71,71,52,0,2,514,578,.243,.317,.430,.747,150,79,36,2,33,86,103,62,0,11,98,3.9,157,582,661,0.258,0.094,0.333,0.497,0.83,0.239,17.9,119
26466,2023,Matt Wallner,51,11,1,7,24,28,19,0,3,208,233,.245,.319,.409,.728,53,27,11,1,14,42,41,28,0,2,43,1.6,76,213,254,0.249,0.11,0.37,0.507,0.877,0.258,12.4,143
22458,2023,Taylor Walls,80,20,1,8,49,38,48,2,9,397,451,.202,.290,.317,.607,61,39,12,2,8,50,36,44,1,22,33,0.8,99,303,349,0.201,0.126,0.305,0.333,0.638,0.132,-9.1,84
18607,2023,Jared Walsh,110,23,2,19,53,64,34,0,3,445,486,.247,.305,.436,.741,13,5,4,0,4,10,11,11,0,0,5,-0.9,39,104,116,0.125,0.095,0.216,0.279,0.494,0.154,-9.3,33
17548,2023,Taylor Ward,119,23,2,17,64,57,47,1,5,448,506,.266,.339,.440,.779,90,58,18,0,14,60,47,39,0,4,53,1.4,97,356,409,0.253,0.095,0.335,0.421,0.756,0.169,3.6,107
20505,2023,Drew Waters,56,12,1,9,30,33,23,0,2,228,255,.246,.319,.425,.744,69,45,11,5,8,40,32,27,0,16,35,0.8,98,302,337,0.228,0.08,0.3,0.377,0.677,0.149,-6.3,81
13853,2023,Joey Wendle,103,25,2,8,48,42,24,1,10,401,436,.257,.308,.389,.697,63,42,16,3,2,33,20,13,3,7,19,-0.8,112,297,318,0.212,0.0409999999999999,0.248,0.306,0.554,0.094,-20.2,45
19346,2023,Eli White,53,9,1,7,33,25,23,0,10,253,281,.209,.281,.336,.617,1,1,0,0,0,1,0,2,0,0,0,-0.1,6,14,17,0.071,0.118,0.235,0.071,0.307,0.0,-2.0,3
13590,2023,Jesse Winker,113,23,1,19,62,60,65,0,2,447,522,.253,.355,.436,.791,33,27,5,0,1,16,23,26,0,0,16,-0.8,61,166,197,0.199,0.132,0.32,0.247,0.567,0.048,-8.0,66
13602,2023,Patrick Wisdom,99,23,0,24,63,65,45,1,7,449,505,.220,.300,.432,.732,55,23,8,1,23,43,46,30,1,4,40,0.7,97,268,302,0.205,0.099,0.289,0.5,0.789,0.295,3.7,111
25764,2023,Bobby Witt,124,26,4,16,66,64,30,0,21,478,516,.259,.308,.431,.739,177,108,28,11,30,97,96,40,1,49,99,5.8,158,641,694,0.276,0.0579999999999999,0.319,0.495,0.813,0.218,14.4,114
19896,2023,Connor Wong,49,11,1,6,28,25,19,1,3,205,229,.239,.310,.390,.700,87,51,25,2,9,55,36,22,3,8,40,0.2,126,371,403,0.235,0.055,0.288,0.385,0.673,0.151,-8.7,78
12532,2023,Kolten Wong,112,25,3,13,63,48,39,1,13,441,498,.254,.327,.413,.740,41,31,6,0,4,25,27,18,0,3,13,-0.7,87,224,250,0.183,0.072,0.256,0.263,0.519,0.08,-17.1,50
14854,2023,Mike Yastrzemski,107,28,3,19,70,62,53,1,5,467,532,.229,.313,.424,.737,77,38,23,1,15,54,43,45,2,2,51,1.6,106,330,381,0.233,0.118,0.33,0.445,0.775,0.212,4.6,111
11477,2023,Christian Yelich,121,22,3,14,81,54,75,1,13,499,583,.242,.345,.383,.728,153,99,34,1,19,106,76,78,0,28,95,3.8,144,550,632,0.278,0.123,0.37,0.447,0.818,0.169,18.4,122
18400,2023,Juan Yepez,78,16,1,12,36,37,23,0,2,308,337,.253,.306,.429,.734,11,8,1,0,2,5,2,4,0,0,4,-0.5,28,60,65,0.183,0.062,0.246,0.3,0.546,0.117,-4.0,50
18887,2023,Seby Zavala,67,16,0,7,36,35,25,4,2,278,313,.241,.311,.374,.685,30,19,4,0,7,17,18,12,2,1,11,0.5,73,175,193,0.171,0.062,0.23,0.314,0.545,0.143,-12.8,45
13265,2023,Mike Zunino,56,10,1,16,37,40,23,0,1,270,299,.207,.281,.430,.711,22,12,7,0,3,11,11,15,0,0,10,-0.3,42,124,140,0.177,0.107,0.271,0.306,0.578,0.129,-6.7,63
25768,2024,CJ Abrams,126,25,4,14,71,56,29,3,32,492,537,.256,.312,.409,.720,133,78,29,6,20,79,65,40,1,31,76,1.9,138,541,602,0.246,0.066,0.314,0.433,0.747,0.187,5.8,107
15676,2024,JosÃ© Abreu,131,26,1,18,67,79,47,0,2,501,565,.261,.334,.425,.759,14,10,2,0,2,10,7,4,0,0,0,-1.5,35,113,120,0.124,0.033,0.167,0.195,0.361,0.071,-14.2,0
23772,2024,Wilyer Abreu,60,13,1,8,30,33,23,0,6,216,243,.278,.351,.458,.810,101,51,33,2,15,59,58,40,0,8,61,3.1,132,399,447,0.253,0.089,0.322,0.459,0.781,0.206,9.1,114
18401,2024,Ronald Acuna Jr.,165,30,2,30,110,81,68,0,47,540,621,.306,.391,.535,.926,48,35,8,1,4,38,15,27,0,16,28,1.0,49,192,222,0.25,0.122,0.351,0.365,0.716,0.115,2.1,105
15986,2024,Willy Adames,123,29,1,25,74,80,57,0,7,516,581,.238,.316,.444,.759,153,88,33,0,32,93,112,74,0,21,98,4.8,161,610,688,0.251,0.108,0.331,0.462,0.794,0.211,17.6,119
